Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
44370.93416,132.9.28.4,110.6.20.49,64011,49939,TCP,542,Data,FTP,,66.72,,DDoS,Known Pattern B,Blocked,Low,Vaibhav Dutta,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0),Segment C,"Etawah, Haryana",81.187.20.98,Log Data,,Server
44204.36209,6.224.188.213,170.82.183.97,46369,42330,UDP,306,Data,FTP,,90.69,,DDoS,Known Pattern A,Ignored,Medium,Drishya Kala,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.1),Segment C,"Anantapuram, Sikkim",,,,Server
44774.42899,178.123.131.220,168.190.50.139,21733,24226,ICMP,434,Control,HTTP,IoC Detected,17.84,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Adah Arora,Mozilla/5.0 (Android 10; Mobile; rv:9.0) Gecko/9.0 Firefox/9.0,Segment C,"Bathinda, Himachal Pradesh",,,,Firewall
44085.59985,188.73.37.239,165.229.254.61,26088,35246,UDP,337,Data,FTP,,87.43,,DDoS,Known Pattern A,Ignored,Low,Ishita Vig,Opera/8.52.(Windows NT 6.2; tk-TM) Presto/2.9.166 Version/11.00,Segment A,"Gorakhpur, Kerala",,Log Data,,Firewall
44368.79127,118.68.48.214,146.147.201.239,63441,23276,TCP,415,Data,HTTP,,9.35,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Mahika Goyal,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_8 rv:4.0; csb-PL) AppleWebKit/534.38.7 (KHTML, like Gecko) Version/5.0.2 Safari/534.38.7",Segment B,"Berhampore, Uttar Pradesh",13.255.140.181,,Alert Data,Firewall
44310.10934,53.57.79.56,184.47.246.72,11843,27724,UDP,1211,Data,FTP,,10.71,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Ela Sathe,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mn-MN) AppleWebKit/531.43.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.43.5",Segment A,"Varanasi, Assam",180.200.230.150,Log Data,Alert Data,Firewall
44118.63081,112.156.91.33,193.26.133.15,5585,29919,UDP,613,Data,HTTP,IoC Detected,74.28,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Vihaan Bassi,Opera/8.95.(X11; Linux i686; rw-RW) Presto/2.9.166 Version/11.00,Segment B,"Patna, Assam",154.76.188.25,Log Data,Alert Data,Server
44255.32613,120.54.240.240,97.19.156.52,3506,23322,UDP,405,Control,HTTP,IoC Detected,6.66,Alert Triggered,Malware,Known Pattern B,Ignored,High,Charvi Khalsa,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),Segment B,"Guwahati, Meghalaya",223.131.94.244,Log Data,Alert Data,Firewall
44086.01889,116.92.66.23,122.176.248.209,5231,38499,ICMP,1329,Control,FTP,IoC Detected,99.42,,Malware,Known Pattern A,Ignored,High,Myra Sabharwal,Opera/9.56.(X11; Linux x86_64; nso-ZA) Presto/2.9.188 Version/10.00,Segment A,"Tiruchirappalli, Uttarakhand",,,Alert Data,Firewall
43953.4274,93.94.11.76,44.132.34.208,41156,39778,UDP,953,Data,DNS,IoC Detected,71.28,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Aarna Chowdhury,Opera/8.82.(X11; Linux i686; gv-GB) Presto/2.9.175 Version/11.00,Segment A,"Bhopal, Arunachal Pradesh",193.162.29.78,,Alert Data,Server
44647.7838,178.44.235.217,97.180.227.176,47197,56309,UDP,976,Control,DNS,IoC Detected,48.19,Alert Triggered,Malware,Known Pattern A,Blocked,High,Tanya Balakrishnan,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),Segment A,"Mira-Bhayandar, Mizoram",,Log Data,Alert Data,Server
45002.71424,180.27.128.133,91.129.80.160,2204,34452,TCP,1221,Control,FTP,,25.16,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Vardaniya Krishnamurthy,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.1),Segment A,"Gwalior, Maharashtra",,,Alert Data,Server
43872.02889,7.145.124.248,95.223.126.138,56089,21050,TCP,1313,Control,FTP,IoC Detected,40.08,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Madhup Bava,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/57.0.819.0 Safari/535.2",Segment C,"Bidhannagar, West Bengal",,,,Firewall
44814.88965,4.79.85.2,89.0.222.206,30431,42387,TCP,500,Data,FTP,,88.56,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Aayush Kuruvilla,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment B,"Imphal, Rajasthan",,,,Server
44866.34958,81.144.126.34,71.149.41.56,3407,61511,ICMP,88,Control,HTTP,,7.54,,Intrusion,Known Pattern A,Logged,High,Ivan Grewal,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.1.7 (KHTML, like Gecko) Version/5.1 Safari/531.1.7",Segment B,"Jhansi, Punjab",95.113.161.135,,Alert Data,Server
44051.63731,101.136.138.125,222.186.114.84,28058,2867,UDP,1381,Data,HTTP,IoC Detected,82.29,,Intrusion,Known Pattern A,Blocked,High,Prerak Hari,Opera/9.99.(X11; Linux i686; xh-ZA) Presto/2.9.162 Version/11.00,Segment C,"Malegaon, Arunachal Pradesh",,,Alert Data,Server
44357.22293,104.157.65.29,54.113.57.112,18903,63495,ICMP,999,Control,FTP,,1.88,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Charvi Konda,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/16.3z8915.0 Mobile/97H731 Safari/535.0",Segment C,"Patiala, Gujarat",,Log Data,,Firewall
44770.54097,15.100.234.237,154.13.43.198,31042,5359,TCP,327,Control,DNS,IoC Detected,78.6,,DDoS,Known Pattern A,Ignored,High,Gatik Anne,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1; rv:1.9.2.20) Gecko/8380-04-06 01:53:09 Firefox/3.6.10,Segment A,"Belgaum, Gujarat",78.245.150.71,,Alert Data,Firewall
44678.47997,95.168.128.49,71.149.164.148,61756,9922,ICMP,239,Control,FTP,,97.43,,Intrusion,Known Pattern A,Logged,Medium,Jayesh Jayaraman,Opera/9.21.(Windows NT 5.2; ms-MY) Presto/2.9.162 Version/10.00,Segment B,"Alappuzha, Tamil Nadu",,,Alert Data,Firewall
44782.82887,108.187.175.253,201.156.241.101,16627,58728,ICMP,319,Control,HTTP,IoC Detected,76.16,,DDoS,Known Pattern A,Ignored,Medium,Anaya Bir,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/50.0.851.0 Safari/536.2",Segment B,"Allahabad, Tamil Nadu",,Log Data,Alert Data,Firewall
43864.72609,132.192.118.220,80.38.53.8,2477,32488,TCP,1470,Control,DNS,IoC Detected,31.67,,Intrusion,Known Pattern A,Blocked,High,Inaaya  Salvi,Mozilla/5.0 (Windows NT 6.0; ig-NG; rv:1.9.1.20) Gecko/2112-08-09 23:49:12 Firefox/14.0,Segment B,"Hubli–Dharwad, Odisha",,,Alert Data,Server
44994.80992,65.158.163.158,158.177.231.129,4425,6702,ICMP,1022,Control,FTP,IoC Detected,14.25,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Riya Chaudhary,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.1),Segment B,"Berhampur, Bihar",,,Alert Data,Firewall
44175.73774,30.235.90.170,44.10.78.49,39704,43028,UDP,1011,Data,FTP,IoC Detected,55.25,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Jivika Saha,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1),Segment C,"Nagercoil, Andhra Pradesh",,Log Data,,Server
44165.84076,206.106.103.124,119.90.51.147,25179,58922,UDP,186,Control,HTTP,IoC Detected,15.73,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Amira Dayal,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/14.0.807.0 Safari/531.1",Segment A,"Satna, Tamil Nadu",,,Alert Data,Server
45015.10078,76.152.80.199,92.154.193.201,48692,47751,TCP,359,Data,DNS,,63.31,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Shanaya Kota,Mozilla/5.0 (Android 1.0; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,Segment B,"Sambalpur, Bihar",,,,Firewall
45192.96951,206.101.58.219,174.128.156.106,53362,30122,ICMP,510,Control,FTP,IoC Detected,83.45,,DDoS,Known Pattern A,Ignored,High,Zara Kala,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; bs-BA) AppleWebKit/532.27.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.27.4",Segment B,"Kulti, Meghalaya",,,Alert Data,Firewall
44120.35837,53.2.53.223,176.225.57.220,45239,56425,UDP,523,Data,DNS,IoC Detected,4.27,,Malware,Known Pattern A,Logged,Medium,Vritika Gour,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; gl-ES) AppleWebKit/532.37.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.37.6",Segment A,"Jamshedpur, Gujarat",48.252.222.165,Log Data,Alert Data,Firewall
44557.48317,223.159.87.75,63.162.233.105,39466,18739,UDP,985,Data,FTP,,92.27,Alert Triggered,Malware,Known Pattern A,Blocked,High,Hazel Sama,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3 rv:3.0; tg-TJ) AppleWebKit/531.26.4 (KHTML, like Gecko) Version/4.0.5 Safari/531.26.4",Segment A,"Amaravati, Karnataka",45.212.122.153,Log Data,Alert Data,Server
44143.36556,137.139.119.198,115.34.8.8,36799,56811,ICMP,834,Control,FTP,,58.32,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Hazel Rao,Opera/8.30.(X11; Linux x86_64; ht-HT) Presto/2.9.166 Version/11.00,Segment A,"Jaipur, Punjab",,,Alert Data,Server
45206.45625,102.115.222.149,131.20.86.138,52673,46311,UDP,388,Control,HTTP,,95.92,Alert Triggered,Malware,Known Pattern A,Logged,High,Vardaniya Shah,Opera/8.42.(Windows NT 4.0; an-ES) Presto/2.9.170 Version/12.00,Segment A,"Bhilai, Assam",,,,Server
44841.84381,45.185.153.41,28.48.255.44,37353,19994,TCP,551,Control,DNS,IoC Detected,6.26,,DDoS,Known Pattern B,Ignored,Medium,Rhea Dhawan,Opera/9.10.(Windows CE; cs-CZ) Presto/2.9.183 Version/12.00,Segment C,"Asansol, Kerala",,Log Data,Alert Data,Server
43892.3537,207.192.222.99,147.162.96.178,49049,14441,ICMP,345,Control,HTTP,IoC Detected,56.39,,Malware,Known Pattern B,Logged,Medium,Nitara Khosla,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/23.0.834.0 Safari/536.2",Segment A,"Udaipur, Mizoram",,Log Data,,Firewall
44976.62734,118.116.98.14,81.10.56.109,20593,1701,UDP,1200,Data,DNS,,62.33,,DDoS,Known Pattern A,Logged,High,Himmat Bhavsar,Opera/8.31.(X11; Linux i686; an-ES) Presto/2.9.178 Version/10.00,Segment C,"Shimoga, Rajasthan",115.7.180.52,Log Data,Alert Data,Firewall
43999.43598,93.178.242.184,31.176.91.106,6356,60192,ICMP,788,Control,DNS,,0.14,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Akarsh Kalla,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hak-TW) AppleWebKit/534.6.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6534.6.1",Segment B,"Hubli–Dharwad, Manipur",,,,Firewall
44578.28449,70.157.21.167,146.143.9.144,10866,24506,UDP,776,Control,HTTP,IoC Detected,62.88,,Malware,Known Pattern A,Ignored,High,Riaan Basu,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),Segment B,"Sangli-Miraj & Kupwad, West Bengal",131.148.147.57,Log Data,Alert Data,Firewall
44296.10108,44.89.92.228,2.210.99.249,26965,5955,ICMP,323,Data,DNS,IoC Detected,37.13,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Kabir Deshmukh,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),Segment C,"Ahmedabad, Kerala",122.17.204.174,,,Server
45006.52036,173.177.246.97,145.15.208.78,64753,2568,UDP,856,Control,HTTP,,68.77,,Intrusion,Known Pattern A,Ignored,Medium,Veer Kalita,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/36.0.872.0 Mobile/03F021 Safari/535.0",Segment B,"Kumbakonam, Nagaland",,,,Server
44129.86889,204.176.141.224,41.125.212.37,24379,20576,UDP,100,Data,FTP,,70.19,,Intrusion,Known Pattern B,Blocked,Medium,Gatik Chauhan,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),Segment A,"Mumbai, Chhattisgarh",,Log Data,,Firewall
44201.06755,115.214.214.108,157.135.240.40,57652,45828,ICMP,1050,Data,FTP,IoC Detected,79.98,,DDoS,Known Pattern B,Ignored,Low,Ivana Sachdeva,Opera/9.84.(Windows NT 6.1; so-KE) Presto/2.9.184 Version/10.00,Segment C,"Saharsa, Karnataka",,Log Data,Alert Data,Firewall
44664.54642,194.2.101.226,50.7.29.126,37839,48076,ICMP,72,Control,HTTP,IoC Detected,14.11,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Rohan Buch,Opera/9.14.(Windows NT 5.2; nr-ZA) Presto/2.9.163 Version/11.00,Segment B,"Ahmedabad, Telangana",30.89.137.86,Log Data,Alert Data,Firewall
44028.11624,209.3.67.148,35.66.249.106,11819,55295,UDP,106,Data,DNS,IoC Detected,0.43,,Intrusion,Known Pattern B,Ignored,Medium,Zaina Bail,Opera/9.84.(X11; Linux i686; dv-MV) Presto/2.9.171 Version/11.00,Segment B,"Gulbarga, Himachal Pradesh",,,Alert Data,Server
45098.04337,59.111.68.206,61.218.232.45,34339,51581,ICMP,895,Data,DNS,,40.88,,DDoS,Known Pattern B,Ignored,Medium,Jayesh Bumb,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/9206-12-17 23:38:24 Firefox/3.6.13,Segment B,"Giridih, Bihar",48.87.62.237,Log Data,,Server
44725.80384,11.166.100.203,88.41.148.72,19744,55224,UDP,1070,Data,HTTP,IoC Detected,91.02,,Malware,Known Pattern A,Blocked,Medium,Samaira Bhasin,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/48.0.824.0 Safari/534.1",Segment C,"Nellore, Mizoram",164.229.44.147,,,Server
44438.1698,46.191.0.76,160.222.221.156,39299,57340,UDP,399,Control,FTP,IoC Detected,67.59,,DDoS,Known Pattern A,Blocked,High,Renee Lall,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/13.0.832.0 Safari/531.2",Segment B,"Surat, Madhya Pradesh",,,Alert Data,Firewall
44965.15478,59.179.6.62,183.106.19.209,46305,6022,TCP,301,Data,FTP,IoC Detected,53.83,Alert Triggered,Malware,Known Pattern A,Logged,High,Misha Sami,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5; rv:1.9.6.20) Gecko/3322-07-08 12:54:07 Firefox/3.6.20,Segment B,"Vellore, Arunachal Pradesh",,Log Data,,Firewall
45141.70521,119.109.158.116,185.119.30.96,55479,35878,UDP,575,Data,FTP,IoC Detected,90.49,,DDoS,Known Pattern A,Blocked,Medium,Amani Goel,Opera/9.75.(Windows NT 5.0; tr-CY) Presto/2.9.189 Version/12.00,Segment A,"Anand, Uttar Pradesh",,,Alert Data,Server
43867.64604,1.147.27.75,9.119.60.219,61983,40361,ICMP,1179,Control,DNS,IoC Detected,88.08,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Anahi Konda,Mozilla/5.0 (Windows NT 6.2; ti-ET; rv:1.9.1.20) Gecko/6898-07-21 22:17:24 Firefox/3.8,Segment A,"Nangloi Jat, Tamil Nadu",,Log Data,,Firewall
44293.32255,68.45.2.177,50.164.146.42,35634,6164,ICMP,137,Control,DNS,IoC Detected,37.55,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Mahika Atwal,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1),Segment A,"Machilipatnam, Andhra Pradesh",162.50.48.188,,Alert Data,Server
44328.18752,73.144.70.11,87.241.140.204,19797,24058,ICMP,1033,Data,FTP,IoC Detected,80.48,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Ishaan Vohra,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.12.5 (KHTML, like Gecko) Version/5.0 Safari/531.12.5",Segment C,"Bareilly, Madhya Pradesh",,,,Firewall
44338.30353,74.209.150.36,74.151.14.237,43324,49440,TCP,1056,Control,FTP,IoC Detected,18.84,Alert Triggered,Malware,Known Pattern A,Ignored,High,Kiara Aurora,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_0 rv:5.0; oc-FR) AppleWebKit/533.37.5 (KHTML, like Gecko) Version/5.0 Safari/533.37.5",Segment B,"Suryapet, Uttar Pradesh",61.247.226.150,,Alert Data,Server
45067.46448,129.135.68.171,215.140.76.67,1608,58199,UDP,1037,Data,HTTP,IoC Detected,92.92,,Malware,Known Pattern B,Logged,High,Kiaan Kothari,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.0),Segment A,"Narasaraopet, Bihar",,Log Data,,Firewall
44273.93536,184.139.225.42,184.190.68.76,9350,64930,UDP,129,Control,FTP,IoC Detected,95.9,,Intrusion,Known Pattern B,Blocked,Medium,Shanaya Deol,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/18.0.873.0 Safari/536.2",Segment C,"Gulbarga, Chhattisgarh",98.35.187.188,,Alert Data,Server
44136.391,38.120.150.14,9.11.32.127,16201,49859,ICMP,191,Control,DNS,IoC Detected,53.42,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Shlok Kapadia,Opera/9.45.(X11; Linux x86_64; iu-CA) Presto/2.9.164 Version/10.00,Segment C,"Panipat, Gujarat",89.157.77.148,,Alert Data,Firewall
44529.65903,90.127.114.60,9.111.175.80,30811,29343,TCP,1303,Data,HTTP,IoC Detected,50.28,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Nehmat Kalla,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/63.0.801.0 Safari/535.0",Segment B,"Jammu, Tamil Nadu",,,Alert Data,Server
44665.82624,146.238.43.102,87.71.136.15,1344,64482,TCP,1475,Data,DNS,,61.72,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Navya Guha,Opera/8.84.(Windows CE; kn-IN) Presto/2.9.174 Version/10.00,Segment B,"Bhopal, West Bengal",,,,Firewall
44094.91943,30.153.154.116,54.125.58.139,22129,41442,ICMP,1030,Control,DNS,,37.79,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Uthkarsh Basu,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3; rv:1.9.2.20) Gecko/8650-09-08 10:21:44 Firefox/3.6.10,Segment C,"Bhusawal, Chhattisgarh",40.232.100.172,,,Server
44069.16619,108.16.117.201,156.143.51.185,43856,53541,TCP,518,Data,HTTP,IoC Detected,50.55,,Malware,Known Pattern B,Logged,Low,Lagan Brahmbhatt,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.1),Segment A,"Machilipatnam, Chhattisgarh",,Log Data,,Firewall
43924.27253,222.37.136.15,15.235.185.220,25302,13681,ICMP,113,Data,HTTP,IoC Detected,59.99,,Intrusion,Known Pattern B,Blocked,Medium,Biju Bakshi,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/13.0.821.0 Mobile/38O713 Safari/534.2",Segment C,"Farrukhabad, Jharkhand",188.134.225.122,,,Server
45045.21291,88.72.79.235,174.106.31.27,23578,62129,UDP,329,Control,HTTP,,45.47,,DDoS,Known Pattern B,Ignored,Medium,Adah Madan,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/24.0.861.0 Safari/535.2",Segment A,"Ulhasnagar, Uttarakhand",,,,Server
44282.46681,48.201.103.207,200.15.89.106,7626,22154,ICMP,88,Control,DNS,,86.55,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Vedika Kunda,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.0),Segment B,"Jehanabad, West Bengal",,,Alert Data,Firewall
44716.48094,118.55.28.6,139.229.179.186,9695,20428,UDP,1374,Data,HTTP,,71.53,,Malware,Known Pattern A,Logged,Medium,Anahita Ganesh,Opera/9.18.(X11; Linux i686; lt-LT) Presto/2.9.190 Version/10.00,Segment A,"Amravati, Gujarat",124.93.216.182,Log Data,Alert Data,Server
44291.56009,61.164.231.53,132.124.88.225,3389,57812,ICMP,1333,Control,DNS,IoC Detected,45.23,,DDoS,Known Pattern A,Blocked,High,Shlok Madan,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/18.2g8752.0 Mobile/41E566 Safari/533.2",Segment C,"Ramagundam, Rajasthan",91.39.205.242,,,Server
45068.61263,68.19.120.220,141.10.135.66,25043,46059,ICMP,1131,Data,HTTP,,23.02,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Jayan Srivastava,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_7 rv:2.0; az-AZ) AppleWebKit/534.30.3 (KHTML, like Gecko) Version/5.0 Safari/534.30.3",Segment A,"Bokaro, Chhattisgarh",,,Alert Data,Firewall
44504.09763,110.50.21.32,72.50.195.188,8393,64208,UDP,1235,Control,DNS,IoC Detected,54.05,,Malware,Known Pattern B,Logged,Low,Sumer Sandhu,Mozilla/5.0 (Android 4.4.3; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,Segment A,"Pudukkottai, West Bengal",,Log Data,Alert Data,Firewall
44514.78678,180.181.86.236,181.35.136.210,32881,53152,TCP,165,Data,DNS,,90.56,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Dharmajan Chowdhury,Opera/8.63.(X11; Linux i686; wae-CH) Presto/2.9.165 Version/11.00,Segment B,"Proddatur, Madhya Pradesh",,,Alert Data,Server
44037.65839,92.44.99.183,25.42.184.177,59742,21712,TCP,809,Control,HTTP,,16.26,,Intrusion,Known Pattern B,Ignored,Low,Raunak Kashyap,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; rv:1.9.3.20) Gecko/6767-05-30 07:03:48 Firefox/3.6.19,Segment B,"Barasat, West Bengal",111.98.235.124,,,Firewall
45189.75748,77.57.37.12,129.107.239.134,7503,15433,TCP,774,Control,DNS,,19.1,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Heer Kota,Mozilla/5.0 (Android 2.2; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,Segment A,"Jorhat, Bihar",134.223.251.223,Log Data,,Firewall
45161.19453,156.89.198.129,119.17.25.239,2385,21712,TCP,613,Control,FTP,IoC Detected,42.79,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Darshit Grewal,Opera/9.30.(Windows NT 5.1; gez-ER) Presto/2.9.185 Version/10.00,Segment C,"Davanagere, Manipur",91.236.176.58,,,Server
43883.18944,107.43.211.227,183.181.49.207,32317,14273,UDP,1312,Control,HTTP,IoC Detected,97.47,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Shalv Garde,Opera/8.56.(Windows NT 6.1; ga-IE) Presto/2.9.175 Version/12.00,Segment C,"Tumkur, Himachal Pradesh",67.166.53.146,,,Firewall
44268.2456,69.21.24.94,192.218.210.163,64667,52414,ICMP,1357,Control,FTP,,1.72,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Kanav Raval,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/4.0 Safari/533.19.4",Segment A,"Phagwara, Tamil Nadu",,Log Data,Alert Data,Firewall
44920.64874,141.83.83.237,217.22.29.104,44296,8588,ICMP,229,Data,DNS,,94.62,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Parinaaz Anand,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_9) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/56.0.803.0 Safari/536.0",Segment A,"Ahmedabad, Goa",104.123.77.60,Log Data,,Firewall
44272.52101,30.200.154.9,134.243.107.210,63798,62605,UDP,82,Control,HTTP,IoC Detected,12.96,,Malware,Known Pattern A,Logged,High,Ehsaan Lall,"Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/53.0.809.0 Safari/531.0",Segment A,"Muzaffarpur, Uttarakhand",,Log Data,,Firewall
44249.32488,42.144.69.206,178.192.110.124,61227,31888,TCP,848,Data,FTP,IoC Detected,50.65,,DDoS,Known Pattern A,Logged,Medium,Himmat Dugar,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/14.0.850.0 Safari/534.2",Segment A,"Gopalpur, Bihar",135.105.186.123,Log Data,Alert Data,Server
44634.43509,218.57.142.166,31.217.4.240,10924,46027,TCP,265,Control,DNS,IoC Detected,25.52,,DDoS,Known Pattern A,Logged,Low,Umang Kumer,Opera/8.75.(X11; Linux x86_64; ga-IE) Presto/2.9.165 Version/12.00,Segment A,"Morbi, Nagaland",214.82.1.219,,Alert Data,Server
44513.70867,100.233.223.123,125.136.34.200,9090,37218,UDP,576,Data,HTTP,IoC Detected,3.83,Alert Triggered,Malware,Known Pattern A,Ignored,High,Kaira Varma,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/14.0.838.0 Safari/533.0",Segment A,"Ghaziabad, Goa",,,,Server
44082.44402,42.193.212.142,82.162.116.229,11171,60464,UDP,863,Control,FTP,IoC Detected,70.94,,DDoS,Known Pattern A,Logged,Low,Taimur Chaudhari,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/18.0.865.0 Safari/535.1",Segment B,"Rohtak, Andhra Pradesh",,Log Data,Alert Data,Server
44165.40501,214.126.58.120,197.239.130.212,1810,1403,ICMP,250,Data,FTP,IoC Detected,21.47,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Nitya Das,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),Segment A,"Mahbubnagar, Odisha",103.122.180.144,,,Firewall
